idMoTa,idPhanLoai,moTa_vi,moTa_en,ghiChu
11.0,133,"Chiều dài đầu và thân: 43-71 cm.
Chiều dài đuôi: 40-66 cm.
Hình thái: Đây là một loài có kích cỡ cơ thể tương đối lớn với bộ lông màu nâu xám, nâu nhợt hoặc màu xám thẫm. Các đốm màu đen sắp xếp với nhau thành 3 hàng chạy dọc trên lưng, còn ở hai bên sườn, các đốm này nằm tách biệt nhau; giữa các cá thể khác nhau thì các đốm này cũng rất khác nhau. Trên mặt có một chiếc mặt nạ màu đen vắt ngang qua hai mắt. Một dải lông rộng màu nhạt vắt ngang qua trán nằm trên chiếc mặt nạ, đặc điểm này sẽ rất nổi bật khi có ánh đèn chiếu vào mà không có loài cầy nào cùng vùng phân bố có. Nửa đuôi gần gốc đuôi có những khoanh lông màu thẫm, đôi khi tối, trong khi nửa đuôi phía cuối có màu đen, đôi khi chóp đuôi có màu trắng.
Tập tính: Mọi hoạt động của chúng diễn ra chủ yếu vào ban đêm. Thường gặp ở tầng trung bình và tầng dưới tán rừng nhưng cũng thường xuyên xuống dưới mặt đất, tuy nhiên vào mùa sinh sản thì chúng hoạt động chủ yếu trên mặt đất. Chúng có tuyến xạ hoạt động rất mạnh. Là loài ăn tạp, thức ăn bao gồm: trái cây, lá cây, các loài chân đốt, các loài thân mềm.
Sinh cảnh: Tìm thấy nhiều kiểu rừng và ở nhiều độ cao khác nhau, kể cả các khu rừng thứ sinh, rừng trồng và gần nơi định cư của con người trên phạm vi cả nước.","Head and body length: 43-71 cm.
Tail length: 40-66 cm.
Morphology: This is a relatively large species with greyish-brown, pale brown, or dark grey fur. Black spots are arranged in three longitudinal rows on the back, while on the flanks, the spots are separate; these spots vary significantly between individuals. There is a black mask across the eyes. A broad pale band of fur runs across the forehead above the mask; this feature is very prominent under spotlight and is unique among civets in the same distribution range. The basal half of the tail has dark rings, sometimes obscure, while the distal half is black, occasionally with a white tip.
Behavior: Their activities take place mainly at night. They are often found in the middle and lower forest canopy but frequently come down to the ground; however, during the breeding season, they are primarily active on the ground. They have very active scent glands. They are omnivorous; their diet includes fruit, leaves, arthropods, and mollusks.
Habitat: Found in various forest types and at different elevations, including secondary forests, plantations, and near human settlements throughout the country.",
12.0,134,"Chiều dài đầu và thân: 54-63 cm.
Chiều dài đuôi: 30-43cm.
Hình thái: Phân biệt với loài cầy giống nhờ vào cơ thể của chúng nhỏ hơn, chân ngắn hơn. Hoa văn cơ thể gồm những đốm nhỏ phân biệt và các sọc màu đen và trắng ở trên cổ không rõ ràng như ở cầy giống. Ở hai bên mặt không có các hoa văn đen và trắng. Cổ và lưng không có bờm lông, tuy nhiên trên lưng và đặc biệt là ở mông, của chúng có nhiều sọc chạy xuôi theo cơ thể. Hai bên sườn có nhiều đốm. Đuôi có từ 6-9 khoành màu đen trắng nằm xen kẽ nhau, khoành chóp đuôi thường là màu trắng và rộng, khác với các loài cầy giống.
Tập tính: Hoạt động chủ yếu trên mặt đất và vào vào ban đêm. Ngủ trong các hang dưới mặt đất. Thức ăn gồm các loài gặm nhấm, chim, bò sát, lưỡng cư, trái cây và rễ cây.
Sinh cảnh: Ưa thích các sinh cảnh thoáng đãng thuộc các khu rừng khộp, bia rừng, đồng cỏ và rừng cây bụi trên phạm vi cả nước.","Head and body length: 54-63 cm.
Tail length: 30-43 cm.
Morphology: Distinguished from the large civet by their smaller body size and shorter legs. The body pattern consists of small distinct spots and black and white stripes on the neck are not as clear as in the large civet. On both sides of the face, there are no black and white patterns. The neck and back do not have a mane of fur, however on the back and especially on the rump, they have many stripes running longitudinally along the body. Both flanks have many spots. The tail has 6-9 alternating black and white rings, the tip ring is usually white and wide, different from large civet species.
Behavior: Mainly active on the ground and at night. Sleep in burrows underground. Food includes rodents, birds, reptiles, amphibians, fruits and plant roots.
Habitat: Prefer open habitats in dry forests, forest edges, grasslands and shrublands throughout the country.",
13.0,135,"Chiều dài đầu và thân: 75-85 cm.
Chiều dài đuôi: 38-46cm.
Hình thái: Là loài cầy có cơ thể to lớn và khỏe khoắn. Trên họng và cổ của chúng có các dải lông rộng, màu đen và trắng nằm xen kẽ với nhau rất nổi bật. Trên nền lông màu xám nhạt có các đốm màu đen nổi bật rõ ràng tạo nên các sọc ở hai bên sườn, trên đùi và chân sau. Phần từ khuỷu chân trở xuống đến bàn chân có màu nâu tối, gần như đen. Trên đuôi có 6 khoành màu trắng khép kín được tách biệt với nhau bằng các khoành màu đen hình nêm nhô hơn. Trong khi đó ở Cầy giống đốm lớn các khoành màu trắng này không hoàn toàn khép kín và các khoành trắng này tối màu và không nổi rõ ràng khi có ánh đèn chiếu vào.
Tập tính: Hoạt động chủ yếu trên mặt đất và vào ban đêm. Thức ăn của chúng rất đa dạng.
Sinh cảnh: Tìm thấy ở nhiều kiểu rừng, nhưng thường gặp ở nơi lá rụng tái sinh trên phạm vi cả nước.","Head and body length: 75-85 cm.
Tail length: 38-46 cm.
Morphology: This is a large and robust civet species. On their throat and neck, they have wide alternating black and white stripes that are very prominent. On a pale gray fur background, there are distinct black spots that form stripes on both flanks, thighs, and hind legs. The area from the elbow down to the feet is dark brown, almost black. On the tail, there are 6 complete white rings separated from each other by wedge-shaped protruding black rings. In contrast, in the Large-spotted Civet, these white rings are not completely closed and these white rings are darker and less distinct when illuminated by light.
Behavior: Mainly active on the ground and at night. Their diet is very diverse.
Habitat: Found in many types of forests, but commonly encountered in areas with deciduous regeneration throughout the country.",
14.0,136,"Tên khác: Tu cẳng cào (Tày).
Đặc điểm nhận dạng: Kích thước trung bình trong họ Dơi quả, với trọng lượng 21,5-35,4g, cẳng tay từ 58-68mm. Hình dáng ngoài giống với loài Dơi chó cánh dài, tai có viền màu sáng mờ. Bộ lông nhiều màu từ nâu xám tới da cam. Bụng và quanh cổ đôi khi có màu da cam, tuy nhiên thì kích thước và trọng lượng thì nhỏ hơn.
Số đo: HB: 75,5-95,6mm; T: 7-16mm; HF: 9,4 - 12,8 mm; E: 16,5-19,5mm; Wt: 21,5-35,4g.
Nơi sống: Ở nhiều dạng sinh cảnh khác nhau dưới 1500m, trú ngụ dưới tán cây rừng đôi khi bắt gặp trong hang động nhỏ ở độ cao thấp. Đã quan sát được loài trú ngụ trong khu vực quanh bản làng, nơi trồng nhiều cây ăn quả.
Thức ăn: Quả cây có mùi vị hấp dẫn như vải, chuối, nhãn, hồng xiêm, trái cây rừng...
Mùa sinh sản: Thời gian mang thai khoảng tháng 3 đến tháng 6.
Phân bố: Ba Bể (Bắc Cạn), Chợ Bờ (Lào Cai), Chi Nê (Hoà Bình), Mai Lâm, Yên Sở (Hà Nội), Lao Bảo và Phước Môn (Quảng Trị), Sơn Trà (Đà Nẵng), Kon Tum, Buôn Ma Thuột (Đắc Lắc), Cát Tiên (Đồng Nai), Bảo Lộc (Lâm Đồng), Khánh Hoà (Nha Trang), Nha Hố (Ninh Thuận), thị xã Tây Ninh, Cần Giờ (thành phố Hồ Chí Minh), U Minh Thượng (Kiên Giang).
Giá trị sử dụng: Phát tán hạt cây rừng.","Other names: Tu cẳng cào (Tay language).
Identification features: Medium size within the Fruit Bat family, weighing 21.5-35.4g, forearm length 58-68mm. External appearance resembles the Greater Short-nosed Fruit Bat; ears have faint pale rims. Fur color varies from grey-brown to orange. Belly and neck area are sometimes orange, but the overall size and weight are smaller.
Measurements: Head-Body (HB): 75.5-95.6mm; Tail (T): 7-16mm; Hind Foot (HF): 9.4 - 12.8 mm; Ear (E): 16.5-19.5mm; Weight (Wt): 21.5-35.4g.
Habitat: Found in various habitats below 1500m, roosting under forest canopy, sometimes encountered in small caves at low altitudes. The species has been observed roosting in areas around villages where many fruit trees are grown.
Diet: Sweet and aromatic fruits such as lychee, banana, longan, sapodilla, forest fruits, etc.
Breeding season: Gestation period is approximately from March to June.
Distribution: Ba Be (Bac Can), Cho Bo (Lao Cai), Chi Ne (Hoa Binh), Mai Lam, Yen So (Hanoi), Lao Bao and Phuoc Mon (Quang Tri), Son Tra (Da Nang), Kon Tum, Buon Ma Thuot (Dak Lak), Cat Tien (Dong Nai), Bao Loc (Lam Dong), Khanh Hoa (Nha Trang), Nha Ho (Ninh Thuan), Tay Ninh town, Can Gio (Ho Chi Minh City), U Minh Thuong (Kien Giang).
Usage value: Dispersing forest tree seeds.",
15.0,137,"Tên khác: Dơi ngựa, Dơi quạ (Việt).
Tình trạng bảo tồn: CITES (2005): phụ lục II. Nghị định 32 (2006): nhóm IIB. Danh Lục Đỏ IUCN (2006): không. Sách Đỏ Việt Nam (2000): không.
Đề xuất: Nên đưa vào Sách Đỏ Việt Nam, do phân bố hẹp, đang bị săn bắt nghiêm trọng và sinh cảnh cư trú của loài đang bị đe dọa (bậc E).
Đặc điểm nhận dạng: Một trong những loài có kích cỡ lớn nhất trong số các loài dơi hiện được biết trên thế giới. Con non có lông đồng màu nâu đen hay nâu xám. Con trưởng thành lông đồng màu nâu xám, cổ và vai vàng nâu hay vàng sẫm. Lông phần lưng phía trên phần vai và cổ dài hơn nửa phần dưới. Lông bụng thô và to. Không đuôi.
Số đo: HB: 276-339mm; HF: 52-75mm; E: 37-45mm; FA: 184-225mm; Wt: 700-1100g.
Nơi sống: Sống trong sinh cảnh rừng tràm ngập mặn, rừng cọ, tập trung thành đàn lớn tới vài trăm cá thể hay những nhóm chỉ vài chục cá thể.
Thức ăn: Các loại quả chín như trái goòng, chuối, xoài hay phấn, mật hoa... thường bay đi kiếm ăn riêng lẻ rất xa, từ khoảng 18 giờ rời khỏi nơi cư trú, chúng có thể bay cách nơi ở hàng chục ki-lô-mét và trở về nơi nghỉ ngơi vào sáng hôm sau.
Mùa sinh sản: Thời gian bắt đầu mang thai có thể từ tháng 10 hoặc tháng 11. Con non được sinh ra vào tháng 3-5 hàng năm. Một năm chỉ đẻ một lứa, mỗi lứa một con.
Phân bố: Sóc Trăng (Sóc Trăng), Phú Quốc và U Minh Thượng (Kiên Giang), Vồ Dơi (Cà Mau).
Giá trị sử dụng: Thịt và huyết dơi có giá trị dinh dưỡng.","Other names: Dơi ngựa, Dơi quạ (Vietnamese).
Proposal: Should be included in the Vietnam Red Data Book due to narrow distribution, severe hunting, and threatened habitat (Level E - Endangered).
Identification features: One of the largest known bat species in the world. Juveniles have uniform black-brown or grey-brown fur. Adults have uniform grey-brown fur, with a yellow-brown or dark yellow neck and shoulders. The fur on the upper back near the shoulders and neck is longer than on the lower half. Ventral fur is coarse and thick. No tail.
Measurements: Head-Body (HB): 276-339mm; Hind Foot (HF): 52-75mm; Ear (E): 37-45mm; Forearm (FA): 184-225mm; Weight (Wt): 700-1100g.
Habitat: Lives in mangrove habitats (Melaleuca forests), palm forests, concentrating in large colonies of up to several hundred individuals or smaller groups of a few dozen.
Diet: Ripe fruits such as kapok, banana, mango, or pollen and nectar... they often fly separately to forage very far away, leaving their roost around 6 PM, flying dozens of kilometers, and returning to rest the next morning.
Breeding season: Gestation may begin from October or November. The young are born from March to May annually. They give birth only once a year, one pup per litter.
Distribution: Soc Trang (Soc Trang), Phu Quoc and U Minh Thuong (Kien Giang), Vo Doi (Ca Mau).
Usage value: Meat and blood have nutritional value.",
16.0,138,"Tên khác: Dơi ngựa, Dơi quạ (Việt).
Đặc điểm nhận dạng: Ở Việt Nam loài có kích thước lớn thứ hai sau Dơi ngựa lớn. Lông đầu màu nâu sẫm hay nâu nhạt, gáy hung vàng xuống đến vai thì vàng nhạt hơn. Lưng sáng ánh bạc ở giữa lưng và thẫm dần về hai bên. Quanh cổ đến ngực vàng sẫm, phần bụng màu sẫm. Tai nhỏ và sẫm. Không đuôi.
Số đo: HB: 196-249mm; E: 35-42mm; HF: 38-47mm; FA: 145-160mm; Wt: 388-485g.
Nơi sống: Trú ngụ thành đàn lớn trên các ngọn cây lớn tới hàng trăm cá thể ở sinh cảnh rừng tràm.
Thức ăn: Các loại quả chín như trái goòng, chuối, xoài,...thường rời nơi nghỉ vào lúc khoảng 18 giờ và bay đi kiếm ăn rất xa, tới vài chục km và trở về nơi nghỉ ngơi vào sáng hôm sau. Vị trí ngủ nghỉ không cố định.
Mùa sinh sản: Chưa rõ, tuy nhiên đã ghi nhận được loài mang thai vào tháng 12.
Phân bố: Long Phú, Cù Lao Dung và thị xã Sóc Trăng (Sóc Trăng), U Minh Thượng (Kiên Giang), khu vực Hòn Khoai, Chà Là và Vồ Dơi (Cà Mau), Đảo Phú Quốc.
Giá trị sử dụng: Thịt và huyết có giá trị dinh dưỡng.
English Translation:","Other names: Dơi ngựa, Dơi quạ (Vietnamese).
Identification features: In Vietnam, this is the second-largest species after the Large Flying Fox. The head fur is dark brown or pale brown; the nape is tawny yellow, becoming paler yellow down to the shoulders. The back is silvery in the center and darkens towards the sides. Around the neck to the chest is dark yellow; the belly is dark. Ears are small and dark. No tail.
Measurements: Head-Body (HB): 196-249mm; Ear (E): 35-42mm; Hind Foot (HF): 38-47mm; Forearm (FA): 145-160mm; Weight (Wt): 388-485g.
Habitat: Roosts in large colonies of hundreds of individuals on tall treetops in Melaleuca forest habitats.
Diet: Ripe fruits such as kapok, banana, mango... they usually leave the roost around 6 PM and fly very far to forage, up to dozens of km, and return to rest the next morning. Roosting sites are not fixed.
Breeding season: Unknown, however, pregnancy has been recorded in December.
Distribution: Long Phu, Cu Lao Dung and Soc Trang town (Soc Trang), U Minh Thuong (Kien Giang), Hon Khoai area, Cha La and Vo Doi (Ca Mau), Phu Quoc Island.
Usage value: Meat and blood have nutritional value.",
17.0,139,"Tên khác: Tu cẳng kìa (Tày).
Đặc điểm nhận dạng: Nhỏ hơn loài Dơi nghệ Scotophilus heathii, với trọng lượng khoảng 16-25g, chiều dài cẳng tay từ 45-55mm. Mặt giống mặt chó với mõm ngắn và to. Tai nhọn. Mẫu tai cong và thu hẹp dẫn về phía trước. Đuôi dài. Bộ lông mặt bụng nâu vàng sẫm, lông mặt lưng màu nâu sậm hơn.
Số đo: HB: 67-73mm; T: 51-53mm; HF: E: 13,5-14,6mm; FA: 49,9-50,3mm; Wt: 16,8-24,9g.
Nơi sống: Sống thành nhóm dưới tán cây ở sinh cảnh rừng thứ sinh gần khu dân cư hay khu vực canh tác nông nghiệp. Đôi khi sống thành những đàn lớn tới hàng vạn cá thể trong những khu nhà của dân địa phương dựng lên.
Thức ăn: Muỗi và các loài côn trùng nhỏ.
Mùa sinh sản: Thường vào tháng 3-5. Thời gian mang thai khoảng 105-115 ngày.
Phân bố: Ba Bể (Bắc Cạn), Na Hang (Tuyên Quang), Hà Nội, Vũ Quang (Hà Tĩnh), Kẻ Bàng (Quảng Bình), Quảng Trị, Quảng Ngãi, Cát Lộc (Lâm Đồng), U Minh Thượng (Kiên Giang), Vồ Dơi (Cà Mau).
Giá trị sử dụng: Kiểm soát muỗi và côn trùng nhỏ, cung cấp phân bón.","Other names: Tu cẳng kìa (Tay language).
Identification features: Smaller than the Greater Asiatic Yellow Bat Scotophilus heathii, weighing about 16-25g, with a forearm length of 45-55mm. The face resembles a dog's face with a short and broad muzzle. Pointed ears. The tragus is curved and narrows towards the front. Long tail. The fur on the ventral side is dark yellowish-brown, while the dorsal fur is darker brown.
Measurements: Head-Body (HB): 67-73mm; Tail (T): 51-53mm; Ear (E): 13.5-14.6mm; Forearm (FA): 49.9-50.3mm; Weight (Wt): 16.8-24.9g.
Habitat: Lives in groups under tree canopies in secondary forest habitats near residential areas or agricultural land. Sometimes they form large colonies of tens of thousands of individuals in houses built by local people.
Diet: Mosquitoes and small insects.
Breeding season: Usually from March to May. Gestation period is about 105-115 days.
Distribution: Ba Be (Bac Can), Na Hang (Tuyen Quang), Hanoi, Vu Quang (Ha Tinh), Ke Bang (Quang Binh), Quang Tri, Quang Ngai, Cat Loc (Lam Dong), U Minh Thuong (Kien Giang), Vo Doi (Ca Mau).
Usage value: Control of mosquitoes and small insects, providing guano (fertilizer).",
18.0,140,"Tên khác: Tu cẳng kìa (Tày).
Đặc điểm nhận dạng: Kích thước nhỏ, trọng lượng khoảng 4,5g, chiều dài cẳng tay từ 32-39mm. Màng gian đùi phủ một số lông ở nửa phía gần đầu, các lông này cũng có ở dọc các chi. Bộ lông có màu đỏ sáng và màu vàng cam ở phía trên, nhạt hơn ở phía dưới. Màng cánh màu nâu đậm với những mảng đỏ sáng dọc cơ thể và các chi. Toàn bộ màng gian đùi màu đỏ. Miệng được che phủ hoàn toàn bởi lông chỉ có lỗ mũi là nhô ra ngoài. Mẫu tai dài và nhọn.
Số đo: HB: 37,7-41,0mm; HF: 4,7-5,0mm; E: 12,0-14,0mm; FA: 32,9-36,0mm; Wt: 4-6g.
Nơi sống: Ở những khu vực rừng thấp, rừng tre nứa hay xen lẫn chuối, thường trú ngụ trong những tàu chuối khô.
Thức ăn: Muỗi và các loài côn trùng nhỏ.
Mùa sinh sản: Chưa rõ.
Phân bố: Thị xã Lào Cai, Thái Nguyên, Đà Nẵng, Khánh Hoà (Nha Trang), U Minh Thượng (Kiên Giang), Vồ Dơi (Cà Mau).
Giá trị sử dụng: Kiểm soát muỗi và côn trùng.","Other names: Tu cẳng kìa (Tay language).
Identification features: Small size, weighing about 4.5g, forearm length 32-39mm. The interfemoral membrane has some hair on the proximal half; hairs are also present along the limbs. The fur is bright red and orange-yellow on top, paler underneath. The wing membrane is dark brown with bright red patches along the body and limbs. The entire interfemoral membrane is red. The mouth is completely covered by hair, with only the nostrils protruding. The ears are long and pointed.
Measurements: Head-Body (HB): 37.7-41.0mm; Hind Foot (HF): 4.7-5.0mm; Ear (E): 12.0-14.0mm; Forearm (FA): 32.9-36.0mm; Weight (Wt): 4-6g.
Habitat: In low-lying forest areas, bamboo forests, or mixed with banana plants; often roosts in dried banana leaves.
Diet: Mosquitoes and small insects.
Breeding season: Unknown.
Distribution: Lao Cai Town, Thai Nguyen, Da Nang, Khanh Hoa (Nha Trang), U Minh Thuong (Kien Giang), Vo Doi (Ca Mau).
Usage value: Control of mosquitoes and insects.",
19.0,141,"Chiều dài đầu và thân: 40-65 cm.
Chiều dài đuôi: 35-56cm.
Hình thái: Tương đối khó để phân biệt trút và tê tê vàng. Đuôi của trút dài tương đương 80-90% so với chiều dài của đầu và thân. Đối với tê tê vàng, tỷ lệ này là 50-70%. Trên phần đuôi của trút có 28 hàng vảy. Trong khi đó ở tê tê vàng chỉ có 18 hàng vảy. Trên thân của trút có từ 16-19 hàng vảy, trong khi đó thân của tê tê vàng là từ 15-18 hàng vảy. Các vảy phần giữa sống lưng của trút hầu hết là bị vẹt đi. Ở tê tê vàng, các vảy trên sống lưng thường ở dạng lồi. Móng vuốt ở chi sau của trút thường dài hơn hai lần móng vuốt ở chi trước. Ở tê tê vàng móng vuốt chi sau không dài bằng hai lần móng vuốt ở chân trước. Tai ngoài của trút bị tiêu giảm.
Tập tính: Hoạt động đêm, nhưng đôi khi gặp chúng vào ban ngày. Đào hang sống dưới đất. Thường hoạt động đơn độc. Hoạt động kiếm ăn diễn ra trên mặt đất và đôi khi chúng cũng trèo lên cây để tìm thức ăn.
Sinh cảnh: Có thể tìm thấy ở rất nhiều kiểu rừng thuộc vùng thấp, cả trong rừng nguyên sinh và thứ sinh. Hiện nay quần thể trút đang bị suy giảm mạnh do bị săn bắt và buôn bán, ít khi bắt gặp ngoài tự nhiên.","Head and body length: 40-65 cm.
Tail length: 35-56 cm.
Morphology: It is relatively difficult to distinguish the Sunda Pangolin from the Chinese Pangolin (tê tê vàng). The tail of the Sunda Pangolin is 80-90% of the head and body length. For the Chinese Pangolin, this ratio is 50-70%. The Sunda Pangolin has 28 rows of scales on the tail, whereas the Chinese Pangolin has only 18. The Sunda Pangolin has 16-19 rows of scales on the body, while the Chinese Pangolin has 15-18 rows. The scales along the mid-dorsal ridge of the Sunda Pangolin are mostly worn flat. In the Chinese Pangolin, the dorsal scales are usually convex. The claws on the hind limbs of the Sunda Pangolin are often more than twice as long as the claws on the forelimbs. In the Chinese Pangolin, hind limb claws are not twice as long as forelimb claws. The external ears of the Sunda Pangolin are reduced.
Behavior: Nocturnal, but sometimes encountered during the day. Digs burrows underground. Usually solitary. Foraging takes place on the ground, and sometimes they climb trees to find food.
Habitat: Can be found in many types of lowland forests, both primary and secondary. Currently, the Sunda Pangolin population is declining sharply due to hunting and trading; it is rarely encountered in the wild.",
20.0,142,"Chiều dài đầu và thân: 48-55cm.
Chiều dài đuôi: 44-54cm.
Hình thái: Phân biệt với các loài khỉ khác nhờ có đuôi rất dài, gần bằng chiều dài của đầu và thân. Thân có màu xám nhạt đến đỏ nâu với nửa thân phía bụng sáng hơn. Lông trên đỉnh đầu mọc theo hướng ngược về phía sau, thường tạo thành cái mào nhọn. Con đực có lông dài ở má như râu quai nón và có ria mép như khỉ mặt đỏ và khỉ cộc.
Tập tính: Hoạt động ban ngày, trên cây, có khả năng bơi lội tốt. Đàn gồm từ 10 đến 45 cá thể và có khi tới 80 cá thể. Tiếng kêu: Tiếng kêu phổ biến ở các cá thể trong bầy là tiếng “kr-ra”.
Sinh cảnh: Chủ yếu ở các sinh cảnh gần sông và bờ biển. Có mặt ở cả trong các khu rừng nguyên sinh và thứ sinh có độ cao dưới 300 mét so với mực nước biển thuộc các tỉnh miền Trung và miền Nam Việt Nam. Đặc biệt phổ biến trong các khu rừng ngập mặn và phần nhô ra biển của các dãy núi đá vôi.","Head and body length: 48-55cm.
Tail length: 44-54cm.
Morphology: Distinguished from other macaque species by its very long tail, which is nearly equal to the combined length of the head and body. The body is pale grey to reddish-brown, with the ventral half being lighter. The hair on the crown grows backward, often forming a pointed crest. Males have long cheek whiskers and a mustache, similar to the Stump-tailed Macaque and Rhesus Macaque.
Behavior: Diurnal, arboreal, and good swimmers. Troops consist of 10 to 45 individuals, sometimes up to 80. Call: A common call among individuals in the troop is a ""kr-ra"" sound.
Habitat: Mainly in habitats near rivers and coasts. Present in both primary and secondary forests at elevations below 300 meters above sea level in the Central and Southern provinces of Vietnam. Especially common in mangrove forests and limestone promontories projecting into the sea.",
21.0,143,,,
22.0,144,,,
23.0,145,"Chiều dài đầu và thân: 21,5cm.
Chiều dài đuôi: 22,5-24cm.
Hình thái: Là loài có nhiều màu lông khác nhau, kích cỡ cơ thể trung bình. Ghi nhận được hai phân loài: Phân loài C. f. harmandii, phân bố ở đảo Phú Quốc, nửa thân phía lưng có màu nâu thẫm phớt đỏ, phía mặt bụng màu vàng đỏ nhạt. Đuôi có màu trắng hơi xám. Phân loài C. f. germaini phân bố ở Côn Đảo, toàn thân màu đen.
Tập tính: Hoạt động trên cây.
Sinh cảnh: Tìm thấy ở nhiều kiểu sinh cảnh.","Head and body length: 21.5 cm.
Tail length: 22.5-24 cm.
Morphology: A medium-sized species with variable fur colors. Two subspecies have been recorded: Subspecies C. f. harmandii, distributed on Phu Quoc Island, has dark reddish-brown dorsal fur and pale reddish-yellow ventral fur; the tail is greyish-white. Subspecies C. f. germaini, distributed on Con Dao, is entirely black.
Behavior: Arboreal.
Habitat: Found in various habitat types.",
24.0,146,"Chiều dài đầu và thân: 16-20cm.
Chiều dài đuôi: 15-20cm.
Hình thái: Loài này được phân biệt với Nhen nhờ vào các đặc điểm: Kích cỡ cơ thể lớn hơn rất nhiều, đuôi dài, mảnh và có lông xù; chiều dài của đuôi tương đương với chiều dài của đầu và thân và có tập tính khác hẳn. Đồi bắc có bộ lông màu nâu và thường có một sọc mờ trên vai.
Tập tính: Thường hoạt động ban ngày, phần lớn hoạt động diễn ra trên mặt đất hoặc trên cây thấp.
Tiếng kêu: Có nhiều loại tiếng kêu; đáng chú ý là các âm thanh rúc rích được phát ra từ cổ họng một cách nhịp nhàng và dè dặt.
Sinh cảnh: Có mặt ở tất cả các kiểu rừng, cả ở các khu rừng rụng lá, rừng thường xanh và các sinh cảnh bị tác động mạnh. Là loài động vật phổ biến tại các khu vực phân bố.","Head and body length: 16-20cm.
Tail length: 15-20cm.
Morphology: Distinguished from the Nhen (Opossum/Squirrel) by the following features: Much larger body size; long, slender, and bushy tail; tail length is equivalent to head and body length, and behavior is quite different. The Northern Treeshrew has brown fur and usually a faint stripe on the shoulder.
Behavior: Usually diurnal, with most activity taking place on the ground or in low trees.
Call: Has various calls; notably, giggling sounds produced from the throat in a rhythmic and reserved manner.
Habitat: Present in all forest types, including deciduous forests, evergreen forests, and heavily disturbed habitats. It is a common animal in its distribution areas.",
,147,"Đầu màu xám, họng trắng tương phản rõ với một vệt đen ở giữa và một ""ria mép"" sẫm màu. Lưng màu nâu. Ngực màu nâu nhạt với các vệt sẫm, bụng và dưới cánh có các sọc ngang màu nâu và trắng.","Grey head and a contrasting white throat with a dark central streak and a malar stripe (""moustache""). The back is brown. The breast is pale brown with darker streaks, and the belly and underwings have brown and white barring.",
,148,"Chim trống có lưng màu nâu, cánh và đuôi màu xám, chóp cánh màu đen. Chim mái và chim non có màu nâu sẫm với một mảng màu kem sáng trên đỉnh đầu, cổ họng và vai. Thường bay lượn sát mặt đất trên các vùng đầm lầy.","Male has a brown back, grey wings and tail, and black wingtips. Female and juvenile are dark brown with a cream-colored crown, throat, and shoulder patch. Typically glides low over marshes.",
,149,"Chim săn mồi nhỏ, giống mòng biển, màu trắng và xám nhạt. Có một mảng đen rõ rệt ở vai. Chim trưởng thành có mắt màu đỏ. Thường bay lượn tại chỗ (hovering) trên các khu vực trống trải.","Small, pale, gull-like raptor. It is white and pale gray with a conspicuous black shoulder patch. Adults have red eyes. Frequently hovers over open country.",
,150,"Chim săn mồi cỡ trung bình-lớn, màu nâu sẫm. Từ xa trông khá đồng nhất. Đặc điểm nhận dạng tốt nhất là chiếc đuôi chẻ nông, thấy rõ khi bay lượn.","Medium-large, dark brown raptor that can appear uniform from a distance. Best identified by its shallowly forked tail, visible as it soars.",
,151,"Chim săn mồi lớn, màu nâu sẫm với các đốm trắng ở bụng. Có một mào rậm. Khi bay, nhìn từ dưới lên sẽ thấy một dải trắng rộng trên đuôi và cánh. Da trần quanh mắt và chân có màu vàng.","A large, dark brown raptor with white spots on the underparts and a bushy crest. In flight, shows a broad white band on the tail and wings from below. The bare skin around the eye and legs is yellow.",
,152,"Loài bói cá nhỏ, lưng màu xanh lam óng ánh, bụng màu cam. Có một vệt màu cam ở sau mắt và một đốm trắng ở hai bên cổ. Mỏ đen, dài. Thường lao xuống nước từ một cành cây thấp.",A small kingfisher with iridescent blue upperparts and orange underparts. It has an orange patch behind the eye and a white patch on the neck side. The bill is long and black. Dives for fish from a low perch.,
,153,"Vịt lớn, màu nâu lốm đốm. Đầu và cổ nhạt màu, có một đường sẫm chạy qua mắt và chóp đầu sẫm. Mỏ màu đen với chóp mỏ màu vàng tươi. Khi bay để lộ ""gương cánh"" màu xanh lá cây viền trắng.","A large, mottled brown duck. The head and neck are paler, with a dark line through the eye and a dark crown. The bill is black with a bright yellow tip. In flight, it reveals a green speculum bordered with white.",
,154,"Vịt nhỏ, cổ dài, màu nâu đồng nhất. Phao câu màu kem sáng rất nổi bật khi đi hoặc bay. Thường được thấy thành đàn và phát ra tiếng huýt sáo ""tsi-si"" lặp lại.","Small, long-necked, plain brown duck. The creamy-buff rump is very conspicuous when walking or in flight. Often found in flocks, giving a repeated whistling ""see-see"" call.",
,155,"Vịt rất nhỏ. Chim trống có chóp đầu và lưng đen, mặt và cổ trắng, và một vòng cổ đen mảnh. Chim mái có màu xỉn hơn với một đường sẫm chạy qua mắt. Cả hai giới đều có vệt trắng lớn trên cánh, dễ thấy khi bay.","Tiny duck. The male has a black cap and back, a white face and neck, and a thin black collar. The female is duller with a dark line through the eye. Both sexes have a large white wing patch, visible in flight.",
